,Title,Character
468,Narrowing the Field: Sudden Death Elimination!,Dosu Kinuta
469,Narrowing the Field: Sudden Death Elimination!,Orochimaru
470,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Naruto Uzumaki
471,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Sasuke Uchiha
472,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Sakura Haruno
473,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Kakashi Hatake
474,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Shino Aburame
475,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Zaku Abumi
476,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Yoroi
477,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Hinata Hyūga
478,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Kiba Inuzuka
479,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Gaara
480,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Shikamaru Nara
481,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Ino Yamanaka
482,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Chōji Akimichi
483,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Rock Lee
484,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Tenten
485,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Kankurō
486,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Hayate Gekkō
487,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Might Guy
488,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Anko Mitarashi
489,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Dosu Kinuta
490,Bushy Brow's Jealousy: Lions Barrage Unleashed!,Orochimaru
491,Kakashi and Orochimaru: Face-to-Face!,Naruto Uzumaki
492,Kakashi and Orochimaru: Face-to-Face!,Sasuke Uchiha
493,Kakashi and Orochimaru: Face-to-Face!,Sakura Haruno
494,Kakashi and Orochimaru: Face-to-Face!,Kakashi Hatake
495,Kakashi and Orochimaru: Face-to-Face!,Shino Aburame
496,Kakashi and Orochimaru: Face-to-Face!,Zaku Abumi
497,Kakashi and Orochimaru: Face-to-Face!,Hinata Hyūga
498,Kakashi and Orochimaru: Face-to-Face!,Kiba Inuzuka
499,Kakashi and Orochimaru: Face-to-Face!,Gaara
500,Kakashi and Orochimaru: Face-to-Face!,Kankurō
501,Kakashi and Orochimaru: Face-to-Face!,Misumi
502,Kakashi and Orochimaru: Face-to-Face!,Rock Lee
503,Kakashi and Orochimaru: Face-to-Face!,Neji Hyūga
504,Kakashi and Orochimaru: Face-to-Face!,Dosu Kinuta
505,Kakashi and Orochimaru: Face-to-Face!,Kin Tsuchi
506,Kakashi and Orochimaru: Face-to-Face!,Hayate Gekkō
507,Kakashi and Orochimaru: Face-to-Face!,Might Guy
508,Kakashi and Orochimaru: Face-to-Face!,Kurenai Yūhi
509,Kakashi and Orochimaru: Face-to-Face!,Baki
510,Kakashi and Orochimaru: Face-to-Face!,Zaku (boyhood)
511,Kakashi and Orochimaru: Face-to-Face!,Orochimaru
512,Kunoichi Rumble: The Rivals Get Serious!,Naruto Uzumaki
513,Kunoichi Rumble: The Rivals Get Serious!,Sakura Haruno
514,Kunoichi Rumble: The Rivals Get Serious!,Ino Yamanaka
515,Kunoichi Rumble: The Rivals Get Serious!,Kakashi Hatake
516,Kunoichi Rumble: The Rivals Get Serious!,Kankurō
517,Kunoichi Rumble: The Rivals Get Serious!,Misumi
518,Kunoichi Rumble: The Rivals Get Serious!,Rock Lee
519,Kunoichi Rumble: The Rivals Get Serious!,Neji Hyūga
520,Kunoichi Rumble: The Rivals Get Serious!,Tenten
521,Kunoichi Rumble: The Rivals Get Serious!,Gaara
522,Kunoichi Rumble: The Rivals Get Serious!,Shikamaru Nara
523,Kunoichi Rumble: The Rivals Get Serious!,Chōji Akimichi
524,Kunoichi Rumble: The Rivals Get Serious!,Hayate Gekkō
525,Kunoichi Rumble: The Rivals Get Serious!,Might Guy
526,Kunoichi Rumble: The Rivals Get Serious!,Asuma Sarutobi
527,Kunoichi Rumble: The Rivals Get Serious!,Suzume
528,Kunoichi Rumble: The Rivals Get Serious!,Ami
529,The Ultimate Battle: Cha!,Naruto Uzumaki
530,The Ultimate Battle: Cha!,Sakura Haruno
531,The Ultimate Battle: Cha!,Ino Yamanaka
532,The Ultimate Battle: Cha!,Kakashi Hatake
533,The Ultimate Battle: Cha!,Shikamaru Nara
534,The Ultimate Battle: Cha!,Chōji Akimichi
535,The Ultimate Battle: Cha!,Rock Lee
536,The Ultimate Battle: Cha!,Neji Hyūga
537,The Ultimate Battle: Cha!,Tenten
538,The Ultimate Battle: Cha!,Hayate Gekkō
539,The Ultimate Battle: Cha!,Might Guy
540,The Ultimate Battle: Cha!,Asuma Sarutobi
541,Killer Kunoichi and a Shaky Shikamaru,Naruto Uzumaki
542,Killer Kunoichi and a Shaky Shikamaru,Sakura Haruno
543,Killer Kunoichi and a Shaky Shikamaru,Kakashi Hatake
544,Killer Kunoichi and a Shaky Shikamaru,Tenten
545,Killer Kunoichi and a Shaky Shikamaru,Temari
546,Killer Kunoichi and a Shaky Shikamaru,Shikamaru Nara
547,Killer Kunoichi and a Shaky Shikamaru,Kin Tsuchi
548,Killer Kunoichi and a Shaky Shikamaru,Ino Yamanaka
549,Killer Kunoichi and a Shaky Shikamaru,Chōji Akimichi
550,Killer Kunoichi and a Shaky Shikamaru,Kiba Inuzuka
551,Killer Kunoichi and a Shaky Shikamaru,Hinata Hyūga
552,Killer Kunoichi and a Shaky Shikamaru,Rock Lee
553,Killer Kunoichi and a Shaky Shikamaru,Gaara
554,Killer Kunoichi and a Shaky Shikamaru,Kankurō
555,Killer Kunoichi and a Shaky Shikamaru,Neji Hyūga
556,Killer Kunoichi and a Shaky Shikamaru,Dosu Kinuta
557,Killer Kunoichi and a Shaky Shikamaru,Hayate Gekkō
558,Killer Kunoichi and a Shaky Shikamaru,Might Guy
559,Killer Kunoichi and a Shaky Shikamaru,Third Hokage: Sarutobi
560,Akamaru Unleashed! Who's Top Dog Now?,Naruto Uzumaki
561,Akamaru Unleashed! Who's Top Dog Now?,Sakura Haruno
562,Akamaru Unleashed! Who's Top Dog Now?,Kakashi Hatake
563,Akamaru Unleashed! Who's Top Dog Now?,Kiba Inuzuka
564,Akamaru Unleashed! Who's Top Dog Now?,Hinata Hyūga
565,Akamaru Unleashed! Who's Top Dog Now?,Shikamaru Nara
566,Akamaru Unleashed! Who's Top Dog Now?,Ino Yamanaka
567,Akamaru Unleashed! Who's Top Dog Now?,Chōji Akimichi
568,Akamaru Unleashed! Who's Top Dog Now?,Rock Lee
569,Akamaru Unleashed! Who's Top Dog Now?,Neji Hyūga
570,Akamaru Unleashed! Who's Top Dog Now?,Temari
571,Akamaru Unleashed! Who's Top Dog Now?,Kankurō
572,Akamaru Unleashed! Who's Top Dog Now?,Iruka
573,Akamaru Unleashed! Who's Top Dog Now?,Hayate Gekkō
574,Akamaru Unleashed! Who's Top Dog Now?,Asuma Sarutobi
575,Akamaru Unleashed! Who's Top Dog Now?,Kurenai Yūhi
576,Akamaru Unleashed! Who's Top Dog Now?,Taisuke Yamamoto
577,Akamaru Unleashed! Who's Top Dog Now?,Third Hokage: Sarutobi
578,Surprise Attack! Naruto's Secret Weapon!,Naruto Uzumaki
579,Surprise Attack! Naruto's Secret Weapon!,Sakura Haruno
580,Surprise Attack! Naruto's Secret Weapon!,Kakashi Hatake
581,Surprise Attack! Naruto's Secret Weapon!,Kiba Inuzuka
582,Surprise Attack! Naruto's Secret Weapon!,Hinata Hyūga
583,Surprise Attack! Naruto's Secret Weapon!,Shikamaru Nara
584,Surprise Attack! Naruto's Secret Weapon!,Ino Yamanaka
585,Surprise Attack! Naruto's Secret Weapon!,Chōji Akimichi
586,Surprise Attack! Naruto's Secret Weapon!,Rock Lee
587,Surprise Attack! Naruto's Secret Weapon!,Neji Hyūga
588,Surprise Attack! Naruto's Secret Weapon!,Kankurō
589,Surprise Attack! Naruto's Secret Weapon!,Shino Aburame
590,Surprise Attack! Naruto's Secret Weapon!,Hayate Gekkō
591,Surprise Attack! Naruto's Secret Weapon!,Kurenai Yūhi
592,Byakugan Battle: Hinata Grows Bold!,Naruto Uzumaki
593,Byakugan Battle: Hinata Grows Bold!,Sakura Haruno
594,Byakugan Battle: Hinata Grows Bold!,Kakashi Hatake
595,Byakugan Battle: Hinata Grows Bold!,Third Hokage: Sarutobi
596,Byakugan Battle: Hinata Grows Bold!,Hinata Hyūga
597,Byakugan Battle: Hinata Grows Bold!,Neji Hyūga
598,Byakugan Battle: Hinata Grows Bold!,Rock Lee
599,Byakugan Battle: Hinata Grows Bold!,Kiba Inuzuka
600,Byakugan Battle: Hinata Grows Bold!,Shino Aburame
601,Byakugan Battle: Hinata Grows Bold!,Hayate Gekkō
602,Byakugan Battle: Hinata Grows Bold!,Might Guy
603,Byakugan Battle: Hinata Grows Bold!,Kurenai Yūhi
604,Byakugan Battle: Hinata Grows Bold!,Hiashi Hyūga
605,Byakugan Battle: Hinata Grows Bold!,Hanabi Hyūga
606,A Failure Stands Tall!,Naruto Uzumaki
607,A Failure Stands Tall!,Sakura Haruno
608,A Failure Stands Tall!,Kakashi Hatake
609,A Failure Stands Tall!,Hinata Hyūga
610,A Failure Stands Tall!,Neji Hyūga
611,A Failure Stands Tall!,Rock Lee
612,A Failure Stands Tall!,Kiba Inuzuka
613,A Failure Stands Tall!,Shikamaru Nara
614,A Failure Stands Tall!,Ino Yamanaka
615,A Failure Stands Tall!,Chōji Akimichi
616,A Failure Stands Tall!,Hayate Gekkō
617,A Failure Stands Tall!,Might Guy
618,A Failure Stands Tall!,Kurenai Yūhi
619,A Failure Stands Tall!,Third Hokage: Sarutobi
620,Gaara vs. Rock Lee: The Power of Youth Explodes!,Naruto Uzumaki
621,Gaara vs. Rock Lee: The Power of Youth Explodes!,Sakura Haruno
622,Gaara vs. Rock Lee: The Power of Youth Explodes!,Kakashi Hatake
623,Gaara vs. Rock Lee: The Power of Youth Explodes!,Rock Lee
624,Gaara vs. Rock Lee: The Power of Youth Explodes!,Gaara
625,Gaara vs. Rock Lee: The Power of Youth Explodes!,Temari
626,Gaara vs. Rock Lee: The Power of Youth Explodes!,Kankurō
627,Gaara vs. Rock Lee: The Power of Youth Explodes!,Shikamaru Nara
628,Gaara vs. Rock Lee: The Power of Youth Explodes!,Ino Yamanaka
629,Gaara vs. Rock Lee: The Power of Youth Explodes!,Chōji Akimichi
630,Gaara vs. Rock Lee: The Power of Youth Explodes!,Shino Aburame
631,Gaara vs. Rock Lee: The Power of Youth Explodes!,Hayate Gekkō
632,Gaara vs. Rock Lee: The Power of Youth Explodes!,Might Guy
633,Gaara vs. Rock Lee: The Power of Youth Explodes!,Asuma Sarutobi
634,Gaara vs. Rock Lee: The Power of Youth Explodes!,Baki
635,Lee's Hidden Strength: Forbidden Secret Jutsu!,Naruto Uzumaki
636,Lee's Hidden Strength: Forbidden Secret Jutsu!,Sakura Haruno
637,Lee's Hidden Strength: Forbidden Secret Jutsu!,Kakashi Hatake
638,Lee's Hidden Strength: Forbidden Secret Jutsu!,Rock Lee
639,Lee's Hidden Strength: Forbidden Secret Jutsu!,Gaara
640,Lee's Hidden Strength: Forbidden Secret Jutsu!,Might Guy
641,Lee's Hidden Strength: Forbidden Secret Jutsu!,Neji Hyūga
642,Lee's Hidden Strength: Forbidden Secret Jutsu!,Tenten
643,Lee's Hidden Strength: Forbidden Secret Jutsu!,Ino Yamanaka
644,Lee's Hidden Strength: Forbidden Secret Jutsu!,Shikamaru Nara
645,Lee's Hidden Strength: Forbidden Secret Jutsu!,Chōji Akimichi
646,Lee's Hidden Strength: Forbidden Secret Jutsu!,Baki
647,Lee's Hidden Strength: Forbidden Secret Jutsu!,Temari
648,Lee's Hidden Strength: Forbidden Secret Jutsu!,Kankurō
649,Lee's Hidden Strength: Forbidden Secret Jutsu!,Ayako Ito
650,The Fifth Gate: A Splendid Ninja is Born,Naruto Uzumaki
651,The Fifth Gate: A Splendid Ninja is Born,Sakura Haruno
652,The Fifth Gate: A Splendid Ninja is Born,Kakashi Hatake
653,The Fifth Gate: A Splendid Ninja is Born,Rock Lee
654,The Fifth Gate: A Splendid Ninja is Born,Gaara
655,The Fifth Gate: A Splendid Ninja is Born,Might Guy
656,The Fifth Gate: A Splendid Ninja is Born,Neji Hyūga
657,The Fifth Gate: A Splendid Ninja is Born,Ino Yamanaka
658,The Fifth Gate: A Splendid Ninja is Born,Shikamaru Nara
659,The Fifth Gate: A Splendid Ninja is Born,Chōji Akimichi
660,The Fifth Gate: A Splendid Ninja is Born,Hayate Gekkō
661,The Fifth Gate: A Splendid Ninja is Born,Baki
662,The Fifth Gate: A Splendid Ninja is Born,Temari
663,The Fifth Gate: A Splendid Ninja is Born,Kankurō
664,The Fifth Gate: A Splendid Ninja is Born,Shino Aburame
665,The Fifth Gate: A Splendid Ninja is Born,Dosu Kinuta
666,A Shadow in Darkness: Danger Approaches Sasuke,Naruto Uzumaki
667,A Shadow in Darkness: Danger Approaches Sasuke,Sakura Haruno
668,A Shadow in Darkness: Danger Approaches Sasuke,Kakashi Hatake
669,A Shadow in Darkness: Danger Approaches Sasuke,Chōji Akimichi
670,A Shadow in Darkness: Danger Approaches Sasuke,Dosu Kinuta
671,A Shadow in Darkness: Danger Approaches Sasuke,Gaara
672,A Shadow in Darkness: Danger Approaches Sasuke,Kankurō
673,A Shadow in Darkness: Danger Approaches Sasuke,Temari
674,A Shadow in Darkness: Danger Approaches Sasuke,Neji Hyūga
675,A Shadow in Darkness: Danger Approaches Sasuke,Ino Yamanaka
676,A Shadow in Darkness: Danger Approaches Sasuke,Shikamaru Nara
677,A Shadow in Darkness: Danger Approaches Sasuke,Shino Aburame
678,A Shadow in Darkness: Danger Approaches Sasuke,Hayate Gekkō
679,A Shadow in Darkness: Danger Approaches Sasuke,Asuma Sarutobi
680,A Shadow in Darkness: Danger Approaches Sasuke,Anko Mitarashi
681,A Shadow in Darkness: Danger Approaches Sasuke,Ibiki Morino
682,A Shadow in Darkness: Danger Approaches Sasuke,Ebisu
683,A Shadow in Darkness: Danger Approaches Sasuke,Iruka
684,A Shadow in Darkness: Danger Approaches Sasuke,Konohamaru
685,A Shadow in Darkness: Danger Approaches Sasuke,Kabuto Yakushi
686,A Shadow in Darkness: Danger Approaches Sasuke,Orochimaru
687,A Shadow in Darkness: Danger Approaches Sasuke,Third Hokage: Sarutobi
688,Ebisu Returns: Naruto's Toughest Training Yet!,Naruto Uzumaki
689,Ebisu Returns: Naruto's Toughest Training Yet!,Sasuke Uchiha
690,Ebisu Returns: Naruto's Toughest Training Yet!,Sakura Haruno
691,Ebisu Returns: Naruto's Toughest Training Yet!,Kakashi Hatake
692,Ebisu Returns: Naruto's Toughest Training Yet!,Ebisu
693,Ebisu Returns: Naruto's Toughest Training Yet!,Konohamaru
694,Ebisu Returns: Naruto's Toughest Training Yet!,Jiraiya
695,Ebisu Returns: Naruto's Toughest Training Yet!,Teuchi
696,Ebisu Returns: Naruto's Toughest Training Yet!,Ayame
697,Long Time No See: Jiraiya Returns!,Naruto Uzumaki
698,Long Time No See: Jiraiya Returns!,Kakashi Hatake
699,Long Time No See: Jiraiya Returns!,Jiraiya
700,Long Time No See: Jiraiya Returns!,Ebisu
701,Long Time No See: Jiraiya Returns!,Gal Naruto
702,Long Time No See: Jiraiya Returns!,Tomoka Kuzutani
703,The Summoning Technique: Wisdom of the Toad Sage!,Naruto Uzumaki
704,The Summoning Technique: Wisdom of the Toad Sage!,Jiraiya
705,The Summoning Technique: Wisdom of the Toad Sage!,Hayate Gekkō
706,The Summoning Technique: Wisdom of the Toad Sage!,Ebisu
707,The Summoning Technique: Wisdom of the Toad Sage!,Gaara
708,The Summoning Technique: Wisdom of the Toad Sage!,Dosu Kinuta
709,The Summoning Technique: Wisdom of the Toad Sage!,Baki
710,The Summoning Technique: Wisdom of the Toad Sage!,Kabuto Yakushi
711,The Summoning Technique: Wisdom of the Toad Sage!,Woman Anbu
712,The Summoning Technique: Wisdom of the Toad Sage!,Gal Naruto
713,"A Feeling of Yearning, a Flower Full of Hope",Naruto Uzumaki
714,"A Feeling of Yearning, a Flower Full of Hope",Sasuke Uchiha
715,"A Feeling of Yearning, a Flower Full of Hope",Sakura Haruno
716,"A Feeling of Yearning, a Flower Full of Hope",Kakashi Hatake
717,"A Feeling of Yearning, a Flower Full of Hope",Jiraiya
718,"A Feeling of Yearning, a Flower Full of Hope",Shikamaru Nara
719,"A Feeling of Yearning, a Flower Full of Hope",Ino Yamanaka
720,"A Feeling of Yearning, a Flower Full of Hope",Chōji Akimichi
721,"A Feeling of Yearning, a Flower Full of Hope",Rock Lee
722,"A Feeling of Yearning, a Flower Full of Hope",Neji Hyūga
723,"A Feeling of Yearning, a Flower Full of Hope",Tenten
724,"A Feeling of Yearning, a Flower Full of Hope",Might Guy
725,"A Feeling of Yearning, a Flower Full of Hope",Asuma Sarutobi
726,"A Feeling of Yearning, a Flower Full of Hope",Anko Mitarashi
727,"A Feeling of Yearning, a Flower Full of Hope",Kurenai Yūhi
728,"A Feeling of Yearning, a Flower Full of Hope",Ibiki Morino
729,"A Feeling of Yearning, a Flower Full of Hope",Raidō Namiashi
730,"A Feeling of Yearning, a Flower Full of Hope",Third Hokage: Sarutobi
731,"A Feeling of Yearning, a Flower Full of Hope",Homura Mitokado
732,"A Feeling of Yearning, a Flower Full of Hope",Koharu Utatane
733,"A Feeling of Yearning, a Flower Full of Hope",Sakura's mother
734,"A Feeling of Yearning, a Flower Full of Hope",Gal Naruto
735,Live or Die: Risk it All to Win it All!,Naruto Uzumaki
736,Live or Die: Risk it All to Win it All!,Sakura Haruno
737,Live or Die: Risk it All to Win it All!,Jiraiya
738,Live or Die: Risk it All to Win it All!,Gamabunta
739,Live or Die: Risk it All to Win it All!,Iruka
740,Live or Die: Risk it All to Win it All!,Konohamaru
741,Live or Die: Risk it All to Win it All!,Anko Mitarashi
742,Live or Die: Risk it All to Win it All!,Nine-Tailed Fox
743,Live or Die: Risk it All to Win it All!,Third Hokage: Sarutobi
744,Live or Die: Risk it All to Win it All!,Teuchi
745,Live or Die: Risk it All to Win it All!,Kōji
746,Live or Die: Risk it All to Win it All!,Mawari
747,Live or Die: Risk it All to Win it All!,Ayame
748,Live or Die: Risk it All to Win it All!,Futaba
749,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Naruto Uzumaki
750,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Jiraiya
751,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Gamabunta
752,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Gaara
753,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Temari
754,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Kankurō
755,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Baki
756,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Fourth Kazekage
757,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Chōji Akimichi
758,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Masumi Asano
759,He Flies! He Jumps! He Lurks! Chief Toad Appears!,Ryuzo Hasuike
760,Hospital Besieged: The Evil Hand Revealed!,Naruto Uzumaki
761,Hospital Besieged: The Evil Hand Revealed!,Sakura Haruno
762,Hospital Besieged: The Evil Hand Revealed!,Gaara
763,Hospital Besieged: The Evil Hand Revealed!,Temari
764,Hospital Besieged: The Evil Hand Revealed!,Kankurō
765,Hospital Besieged: The Evil Hand Revealed!,Baki
766,Hospital Besieged: The Evil Hand Revealed!,Shikamaru Nara
767,Hospital Besieged: The Evil Hand Revealed!,Ino Yamanaka
768,Hospital Besieged: The Evil Hand Revealed!,Chōji Akimichi
769,Hospital Besieged: The Evil Hand Revealed!,Might Guy
770,The Final Rounds: Rush to the Battle Arena!,Naruto Uzumaki
771,The Final Rounds: Rush to the Battle Arena!,Sakura Haruno
772,The Final Rounds: Rush to the Battle Arena!,Kankurō
773,The Final Rounds: Rush to the Battle Arena!,Gaara
774,The Final Rounds: Rush to the Battle Arena!,Temari
775,The Final Rounds: Rush to the Battle Arena!,Shikamaru Nara
776,The Final Rounds: Rush to the Battle Arena!,Ino Yamanaka
777,The Final Rounds: Rush to the Battle Arena!,Neji Hyūga
778,The Final Rounds: Rush to the Battle Arena!,Hinata Hyūga
779,The Final Rounds: Rush to the Battle Arena!,Kiba Inuzuka
780,The Final Rounds: Rush to the Battle Arena!,Tenten
781,The Final Rounds: Rush to the Battle Arena!,Genma Shiranui
782,The Final Rounds: Rush to the Battle Arena!,Teuchi
783,The Final Rounds: Rush to the Battle Arena!,Third Hokage: Sarutobi
784,The Final Rounds: Rush to the Battle Arena!,Konohamaru
785,The Final Rounds: Rush to the Battle Arena!,Ayame
786,The Final Rounds: Rush to the Battle Arena!,Shikamaru's father
787,The Final Rounds: Rush to the Battle Arena!,Chōji's father
788,The Final Rounds: Rush to the Battle Arena!,Ino's father
789,The Final Rounds: Rush to the Battle Arena!,Chūnin
790,Byakugan vs. Shadow Clone Technique!,Naruto Uzumaki
791,Byakugan vs. Shadow Clone Technique!,Sasuke Uchiha
792,Byakugan vs. Shadow Clone Technique!,Sakura Haruno
793,Byakugan vs. Shadow Clone Technique!,Kakashi Hatake
794,Byakugan vs. Shadow Clone Technique!,Neji Hyūga
795,Byakugan vs. Shadow Clone Technique!,Hinata Hyūga
